State,ST,FIPS,County,Democrats 2016,Republicans 2016,Green 2016,Libertarians 2016,winner,poor_health,smoking,obesity,fei,excessive_drinking,teen_births,uninsured,hs_graduation,some_college,unemployment,children_poverty,income_inequality,single_parent,violent_crime,air_polution,non_hispanic_african_american,non_hispanic_white,not_proficient_english,household_income
Alabama,AL,1001,"Autauga County, Alabama",0.23956855,0.734357893,0.004257735,0.021815823,republican,0.194,0.187,0.309,7.1,0.151,35.184,0.134,0.83,0.565,0.059,0.181,4.303,0.273,253.645,12.92,0.185,0.756,0.005,54366
Alabama,AL,1003,"Baldwin County, Alabama",0.195653098,0.77351472,0.004814539,0.026017643,republican,0.16,0.186,0.267,7.6,0.151,41.621,0.175,0.8,0.623,0.061,0.198,4.495,0.282,220.665,13.13,0.094,0.83,0.014,49626
Alabama,AL,1005,"Barbour County, Alabama",0.466602502,0.522714148,0.001732435,0.008950914,republican,0.257,0.214,0.408,5.1,0.124,67.902,0.174,0.805,0.434,0.108,0.381,5.286,0.545,146.889,12.62,0.472,0.466,0.022,34971
Alabama,AL,1007,"Bibb County, Alabama",0.214220393,0.769661637,0.001943301,0.014174669,republican,0.22,0.21,0.401,7.4,0.138,48.394,0.15,0.81,0.489,0.071,0.268,4.251,0.32,235.952,12.87,0.219,0.745,0.005,39546
Alabama,AL,1009,"Blount County, Alabama",0.084699023,0.898518752,0.003506146,0.013276079,republican,0.207,0.194,0.324,8.3,0.141,45.348,0.176,0.85,0.491,0.061,0.241,4.124,0.283,219.034,12.66,0.016,0.878,0.018,45567
Alabama,AL,1011,"Bullock County, Alabama",0.750904063,0.242288875,0.002127207,0.004679855,democrat,0.293,0.223,0.445,3.9,0.113,83.473,0.185,0.825,0.345,0.091,0.431,5.767,0.725,283.351,12.75,0.691,0.221,0.026,26580
Alabama,AL,1013,"Butler County, Alabama",0.427864134,0.563154865,0.001496834,0.007484168,republican,0.274,0.228,0.36,6,0.105,56.617,0.155,0.68,0.437,0.086,0.367,5.037,0.523,483.038,12.82,0.437,0.531,0.004,32512
Alabama,AL,1015,"Calhoun County, Alabama",0.278558764,0.692396994,0.005530226,0.023514016,republican,0.223,0.238,0.32,6.2,0.129,47.237,0.16,0.83,0.537,0.079,0.281,5.106,0.4,504.516,12.89,0.208,0.729,0.008,41123
Alabama,AL,1017,"Chambers County, Alabama",0.418275512,0.56633764,0.003193497,0.012193352,republican,0.258,0.208,0.398,5.7,0.12,60.703,0.168,0.758,0.477,0.067,0.316,5.082,0.538,553.459,12.97,0.392,0.568,0.002,34116
Alabama,AL,1019,"Cherokee County, Alabama",0.1451014,0.838712749,0.002380272,0.013805579,republican,0.198,0.198,0.327,7.8,0.133,49.804,0.164,0.82,0.544,0.059,0.279,5.123,0.315,374.369,12.93,0.046,0.916,0.001,38013
Alabama,AL,1021,"Chilton County, Alabama",0.159353602,0.825417694,0.002848535,0.01238017,republican,0.208,0.212,0.371,7.8,0.14,58.206,0.192,0.74,0.394,0.063,0.276,4.514,0.319,407.397,12.93,0.102,0.803,0.028,41450
Alabama,AL,1023,"Choctaw County, Alabama",0.427765548,0.564391855,0.000825537,0.007017061,republican,0.254,0.19,0.387,5.8,0.112,40.656,0.159,0.775,0.491,0.091,0.319,6.042,0.44,110.936,12.82,0.422,0.561,0,35049
Alabama,AL,1025,"Clarke County, Alabama",0.441558442,0.549551639,0.001314162,0.007575758,republican,0.258,0.212,0.361,4.9,0.11,40.81,0.157,0.851,0.421,0.125,0.337,7.172,0.49,464.119,13.01,0.439,0.531,0.002,36620
Alabama,AL,1027,"Clay County, Alabama",0.187766281,0.795800365,0.002434571,0.013998783,republican,0.231,0.204,0.377,7.2,0.123,50.258,0.192,0.875,0.428,0.072,0.289,4.951,0.395,313.03,12.92,0.143,0.797,0.009,35940
Alabama,AL,1029,"Cleburne County, Alabama",0.104715248,0.878444581,0.003061849,0.013778322,republican,0.181,0.185,0.3,7.9,0.142,57.159,0.167,0.925,0.495,0.067,0.248,5.267,0.288,224.328,12.96,0.036,0.923,0.001,40418
Alabama,AL,1031,"Coffee County, Alabama",0.204455711,0.771462,0.004972456,0.019109833,republican,0.208,0.193,0.302,6.9,0.134,41.067,0.168,0.932,0.595,0.067,0.25,5.318,0.401,363.902,12.61,0.173,0.713,0.022,46931
Alabama,AL,1033,"Colbert County, Alabama",0.296272233,0.678875985,0.004304394,0.020547389,republican,0.214,0.185,0.366,7,0.134,51.767,0.145,0.839,0.57,0.082,0.253,4.759,0.34,372.904,12.71,0.16,0.788,0.004,43057
Alabama,AL,1035,"Conecuh County, Alabama",0.469050894,0.521626165,0.001528351,0.00779459,republican,0.314,0.238,0.372,4.6,0.103,52.753,0.181,0.875,0.375,0.107,0.412,5.511,0.481,612.844,12.86,0.456,0.511,0.003,29101
Alabama,AL,1037,"Coosa County, Alabama",0.340800306,0.646371817,0.002680452,0.010147425,republican,0.247,0.218,0.388,6.6,0.123,48.78,0.173,0.725,0.414,0.088,0.29,4.567,0.449,290.917,12.93,0.313,0.648,0.007,34679
Alabama,AL,1039,"Covington County, Alabama",0.15039828,0.835883171,0.002275888,0.01144266,republican,0.214,0.199,0.316,7.2,0.131,65.566,0.169,0.833,0.52,0.078,0.302,4.691,0.378,242.182,12.71,0.128,0.831,0.007,36149
Alabama,AL,1041,"Crenshaw County, Alabama",0.265994882,0.721529111,0.002239283,0.010236724,republican,0.233,0.204,0.366,5.7,0.128,49.54,0.165,0.975,0.42,0.07,0.28,5.108,0.401,441.53,12.75,0.239,0.706,0.009,34445
Alabama,AL,1043,"Cullman County, Alabama",0.100059016,0.878105049,0.003540963,0.018294973,republican,0.198,0.201,0.347,7.7,0.143,55.014,0.188,0.864,0.572,0.061,0.235,4.673,0.289,201.191,12.53,0.013,0.921,0.01,39922
Alabama,AL,1045,"Dale County, Alabama",0.236772842,0.741150561,0.00333029,0.018746307,republican,0.211,0.202,0.362,6.3,0.137,45.468,0.149,0.821,0.618,0.072,0.335,5.1,0.343,395.764,12.52,0.192,0.702,0.007,41940
Alabama,AL,1047,"Dallas County, Alabama",0.684783769,0.308809397,0.001281367,0.005125467,democrat,0.3,0.254,0.424,3.7,0.097,67.775,0.143,0.704,0.429,0.116,0.495,6.653,0.701,781.839,12.93,0.691,0.285,0.001,26602
Alabama,AL,1049,"DeKalb County, Alabama",0.141148509,0.834892279,0.005980219,0.017978993,republican,0.228,0.192,0.306,7.9,0.127,56.299,0.23,0.851,0.43,0.069,0.365,4.402,0.29,243.429,12.93,0.018,0.806,0.045,36241
Alabama,AL,1051,"Elmore County, Alabama",0.228586912,0.748380978,0.003034819,0.01999729,republican,0.182,0.193,0.303,7.3,0.15,41.167,0.123,0.736,0.547,0.058,0.207,3.955,0.33,178.727,12.91,0.21,0.737,0.009,54298
Alabama,AL,1053,"Escambia County, Alabama",0.308814829,0.675869322,0.002497864,0.012817985,republican,0.265,0.227,0.394,6,0.125,65.322,0.187,0.811,0.403,0.082,0.316,5.486,0.513,564.874,12.92,0.321,0.606,0.002,37077
Alabama,AL,1055,"Etowah County, Alabama",0.238073331,0.739108433,0.003749367,0.019068869,republican,0.228,0.223,0.347,6.7,0.129,51.512,0.161,0.799,0.522,0.07,0.295,4.711,0.374,497.871,12.79,0.153,0.784,0.011,39904
Alabama,AL,1057,"Fayette County, Alabama",0.165690581,0.818081991,0.002928258,0.01329917,republican,0.222,0.205,0.324,7.4,0.126,51.296,0.154,0.775,0.456,0.079,0.292,5.273,0.421,173.68,12.47,0.118,0.85,0.001,35664
Alabama,AL,1059,"Franklin County, Alabama",0.18377248,0.791802593,0.004516939,0.019907988,republican,0.232,0.197,0.342,7.5,0.126,58.182,0.204,0.866,0.425,0.078,0.355,4.649,0.422,380.016,12.27,0.04,0.78,0.065,33881
Alabama,AL,1061,"Geneva County, Alabama",0.130542928,0.854876061,0.001972725,0.012608285,republican,0.22,0.219,0.347,7.5,0.13,55.451,0.193,0.858,0.477,0.067,0.364,4.831,0.426,320.107,12.52,0.096,0.841,0.012,34425
Alabama,AL,1063,"Greene County, Alabama",0.823940765,0.172357055,0.001028383,0.002673797,democrat,0.36,0.265,0.459,3.2,0.086,51.845,0.17,0.725,0.42,0.126,0.457,4.83,0.497,1113.409,12.87,0.802,0.179,0.001,26504
Alabama,AL,1065,"Hale County, Alabama",0.595755306,0.396004994,0.001498127,0.006741573,democrat,0.292,0.218,0.359,6.1,0.101,42.578,0.161,0.78,0.488,0.098,0.368,5.6,0.591,169.638,12.92,0.578,0.4,0.005,33315
Alabama,AL,1067,"Henry County, Alabama",0.285144069,0.701384558,0.002120494,0.011350879,republican,0.206,0.175,0.352,7.5,0.126,45.395,0.169,0.775,0.591,0.074,0.274,5.475,0.301,318.197,12.46,0.269,0.684,0.011,39930
Alabama,AL,1069,"Houston County, Alabama",0.250939805,0.727266238,0.003426124,0.018367833,republican,0.211,0.194,0.336,6.6,0.135,51.691,0.159,0.884,0.557,0.068,0.311,5.032,0.432,442.194,12.37,0.264,0.673,0.008,40124
Alabama,AL,1071,"Jackson County, Alabama",0.17623286,0.800721674,0.004330046,0.01871542,republican,0.207,0.202,0.306,7.6,0.134,53.953,0.179,0.878,0.437,0.072,0.288,4.76,0.28,273.546,13.16,0.035,0.894,0.007,36923
Alabama,AL,1073,"Jefferson County, Alabama",0.522493115,0.450220778,0.005201457,0.02208465,democrat,0.191,0.168,0.337,5.9,0.145,44.594,0.147,0.799,0.664,0.063,0.294,5.468,0.432,717.396,12.71,0.425,0.508,0.015,44852
Alabama,AL,1075,"Lamar County, Alabama",0.149329101,0.839561391,0.00216419,0.008945318,republican,0.223,0.214,0.325,7.4,0.121,49.44,0.159,0.825,0.502,0.071,0.283,4.288,0.338,49.735,12.4,0.111,0.858,0.006,34553
Alabama,AL,1077,"Lauderdale County, Alabama",0.254476593,0.714580166,0.005668204,0.025275037,republican,0.192,0.189,0.316,7.2,0.136,32.025,0.15,0.903,0.592,0.072,0.263,5.14,0.331,179.558,13.06,0.103,0.847,0.008,41324
Alabama,AL,1079,"Lawrence County, Alabama",0.246939752,0.73391233,0.002119948,0.01702797,republican,0.198,0.203,0.363,7.6,0.138,50.326,0.182,0.89,0.514,0.082,0.232,4.529,0.332,194.211,12.54,0.113,0.764,0.001,41574
Alabama,AL,1081,"Lee County, Alabama",0.363928002,0.595148089,0.006277312,0.034646598,republican,0.217,0.203,0.295,6.1,0.162,23.084,0.161,0.869,0.681,0.056,0.264,6.242,0.331,218.244,12.89,0.234,0.677,0.017,41256
Alabama,AL,1083,"Limestone County, Alabama",0.237055838,0.731573604,0.005076142,0.026294416,republican,0.19,0.186,0.335,7.7,0.146,37.235,0.161,0.898,0.551,0.061,0.189,4.773,0.277,123.573,13.02,0.132,0.772,0.015,51175
Alabama,AL,1085,"Lowndes County, Alabama",0.731276213,0.262282804,0.001647693,0.004793289,democrat,0.315,0.231,0.464,2.8,0.098,55.393,0.153,0.775,0.462,0.129,0.427,5.578,0.62,554.472,12.87,0.724,0.253,0,30675
Alabama,AL,1087,"Macon County, Alabama",0.827274806,0.159350709,0.005486968,0.007887517,democrat,0.311,0.235,0.424,3.6,0.101,30.401,0.159,0.84,0.554,0.091,0.444,5.579,0.596,625.447,12.83,0.808,0.162,0.006,28518
Alabama,AL,1089,"Madison County, Alabama",0.39150828,0.559336063,0.007825776,0.04132988,republican,0.184,0.202,0.312,7,0.135,30.884,0.137,0.865,0.715,0.062,0.203,5.082,0.319,542.895,13.05,0.241,0.655,0.013,58833
Alabama,AL,1091,"Marengo County, Alabama",0.512148338,0.477164779,0.001187431,0.009499452,democrat,0.288,0.22,0.413,4.9,0.107,46.941,0.154,0.854,0.475,0.08,0.327,6.61,0.488,402.993,12.98,0.506,0.456,0.002,32977
Alabama,AL,1093,"Marion County, Alabama",0.110904585,0.873063817,0.002013631,0.014017968,republican,0.229,0.203,0.349,7.5,0.129,54.485,0.161,0.755,0.504,0.081,0.264,4.482,0.287,225.98,12.22,0.041,0.917,0.004,37707
Alabama,AL,1095,"Marshall County, Alabama",0.140511941,0.835607036,0.004518805,0.019362219,republican,0.22,0.204,0.35,7.5,0.138,62.515,0.219,0.879,0.474,0.067,0.333,4.777,0.325,227.861,12.73,0.021,0.823,0.049,36536
Alabama,AL,1097,"Mobile County, Alabama",0.41881545,0.557492334,0.004639292,0.019052923,republican,0.236,0.205,0.361,5.9,0.146,53.302,0.166,0.769,0.582,0.077,0.298,5.263,0.436,597.083,12.95,0.351,0.578,0.009,42943
Alabama,AL,1099,"Monroe County, Alabama",0.42317133,0.566617575,0.001570938,0.008640157,republican,0.26,0.219,0.372,4.4,0.11,57.049,0.183,0.79,0.416,0.113,0.333,7.217,0.534,540.432,12.96,0.408,0.547,0,34733
Alabama,AL,1101,"Montgomery County, Alabama",0.620363321,0.358753119,0.005170664,0.015712896,democrat,0.237,0.197,0.336,5.4,0.134,50.048,0.153,0.64,0.613,0.069,0.322,5.544,0.523,367.497,12.84,0.562,0.363,0.017,43054
Alabama,AL,1103,"Morgan County, Alabama",0.224360385,0.747974635,0.004360785,0.023304195,republican,0.19,0.185,0.322,7.6,0.136,47.793,0.173,0.805,0.523,0.066,0.234,4.584,0.326,232.784,12.6,0.122,0.766,0.023,45082
Alabama,AL,1105,"Perry County, Alabama",0.727497621,0.266983825,0.00114177,0.004376784,democrat,0.337,0.246,0.378,4.8,0.097,46.554,0.154,0.875,0.324,0.124,0.659,5.896,0.674,0,12.95,0.671,0.303,0.006,27403
Alabama,AL,1107,"Pickens County, Alabama",0.418369497,0.574468085,0.002001264,0.005161154,republican,0.26,0.216,0.374,6.3,0.114,41.876,0.168,0.875,0.477,0.082,0.345,5.896,0.475,225.532,12.65,0.399,0.547,0.004,31933
Alabama,AL,1109,"Pike County, Alabama",0.386871401,0.589712092,0.003685221,0.019731286,republican,0.255,0.223,0.341,5.9,0.134,28.861,0.174,0.771,0.577,0.073,0.34,6.175,0.482,440.391,12.7,0.365,0.571,0.011,31844
Alabama,AL,1111,"Randolph County, Alabama",0.226061204,0.75982231,0.001875617,0.012240869,republican,0.224,0.201,0.332,7,0.134,46.82,0.187,0.832,0.466,0.069,0.298,4.942,0.371,307.523,12.97,0.201,0.75,0.002,36939
Alabama,AL,1113,"Russell County, Alabama",0.500470318,0.481291806,0.003553512,0.014684365,democrat,0.251,0.212,0.348,5.9,0.131,51.995,0.171,0.661,0.609,0.066,0.303,5.035,0.461,457.745,12.76,0.42,0.495,0.007,35585
Alabama,AL,1115,"St. Clair County, Alabama",0.146295174,0.832406358,0.003426734,0.017871735,republican,0.204,0.198,0.331,8.1,0.144,45.36,0.144,0.826,0.524,0.058,0.185,4.18,0.318,183.494,12.78,0.094,0.859,0.006,50571
Alabama,AL,1117,"Shelby County, Alabama",0.231100315,0.734275462,0.00482824,0.029795984,republican,0.138,0.155,0.313,8.4,0.17,21.778,0.121,0.91,0.74,0.045,0.117,4.153,0.214,176.942,12.83,0.119,0.785,0.02,69432
Alabama,AL,1119,"Sumter County, Alabama",0.741511501,0.247379127,0.002190581,0.008918792,democrat,0.332,0.241,0.396,4,0.103,32.947,0.172,0.875,0.488,0.089,0.511,6.186,0.614,437.393,12.85,0.732,0.248,0.006,25413
Alabama,AL,1121,"Talladega County, Alabama",0.364501174,0.620025288,0.003160937,0.012312602,republican,0.249,0.218,0.376,6.4,0.117,47.44,0.146,0.814,0.445,0.077,0.327,4.882,0.427,301.656,12.87,0.322,0.634,0.006,39999
Alabama,AL,1123,"Tallapoosa County, Alabama",0.284857328,0.700767402,0.002648076,0.011727194,republican,0.241,0.208,0.365,6.7,0.126,57.2,0.16,0.81,0.472,0.077,0.341,4.836,0.504,423.053,12.94,0.269,0.689,0.005,36779
Alabama,AL,1125,"Tuscaloosa County, Alabama",0.388529887,0.583798404,0.004773094,0.022898615,republican,0.2,0.204,0.327,6.5,0.154,28.562,0.152,0.752,0.621,0.06,0.232,5.052,0.37,432.298,12.71,0.307,0.632,0.011,46892
Alabama,AL,1127,"Walker County, Alabama",0.153404234,0.827822043,0.003248641,0.015525083,republican,0.223,0.218,0.329,7.3,0.128,56.225,0.16,0.837,0.532,0.077,0.329,4.586,0.364,297.121,12.54,0.063,0.894,0.006,37245
Alabama,AL,1129,"Washington County, Alabama",0.278615167,0.710197833,0.002590674,0.008596326,republican,0.215,0.2,0.36,7,0.137,39.079,0.162,0.88,0.402,0.099,0.267,4.581,0.243,290.538,12.86,0.245,0.651,0.003,41321
Alabama,AL,1131,"Wilcox County, Alabama",0.710254307,0.284987695,0.001148482,0.003609516,democrat,0.336,0.252,0.444,1.8,0.095,46.706,0.169,0.775,0.388,0.174,0.471,6.568,0.651,215.536,12.94,0.705,0.276,0.001,24035
Alabama,AL,1133,"Winston County, Alabama",0.084934178,0.89956119,0.002827889,0.012676743,republican,0.217,0.216,0.287,7.3,0.129,51.207,0.168,0.892,0.522,0.088,0.32,4.758,0.31,217.655,12.36,0.009,0.94,0.008,35528
Arizona,AZ,4001,"Apache County, Arizona",0.653625596,0.284849135,0.017471461,0.044053808,democrat,0.295,0.256,0.328,0.5,0.146,55.225,0.236,0.663,0.475,0.16,0.395,6.318,0.518,94.219,9.82,0.008,0.19,0.051,32366
Arizona,AZ,4003,"Cochise County, Arizona",0.354393121,0.580248917,0.018494913,0.04686305,republican,0.191,0.16,0.247,6.3,0.149,48.903,0.177,0.786,0.652,0.084,0.275,5.098,0.34,607.582,9.48,0.039,0.561,0.05,45025
Arizona,AZ,4005,"Coconino County, Arizona",0.563288745,0.368870885,0.020721583,0.047118787,democrat,0.159,0.198,0.215,5.4,0.192,31.502,0.211,0.757,0.679,0.072,0.248,5.203,0.396,376.422,10.48,0.014,0.549,0.029,48653
Arizona,AZ,4007,"Gila County, Arizona",0.315263109,0.638938219,0.009533601,0.036265072,republican,0.194,0.18,0.268,5.9,0.131,77.174,0.196,0.685,0.464,0.084,0.392,4.317,0.432,338.94,9.68,0.007,0.632,0.016,37677
Arizona,AZ,4009,"Graham County, Arizona",0.276488818,0.672166848,0.009716057,0.041628277,republican,0.196,0.184,0.318,6.2,0.172,62.062,0.176,0.767,0.492,0.076,0.241,4.494,0.358,879.137,9.35,0.018,0.514,0.03,46046
Arizona,AZ,4011,"Greenlee County, Arizona",0.336725254,0.583410422,0.018193031,0.061671292,republican,0.196,0.172,0.334,5.3,0.177,61.194,0.115,0.932,0.543,0.065,0.115,3.821,0.36,632.184,9.58,0.014,0.478,0.023,59416
Arizona,AZ,4012,"La Paz County, Arizona",0.267288582,0.685662138,0.011153924,0.035895356,republican,0.218,0.16,0.315,5.3,0.13,71.305,0.274,0.709,0.386,0.08,0.351,3.826,0.448,399.434,10.66,0.009,0.593,0.052,32533
Arizona,AZ,4013,"Maricopa County, Arizona",0.456797129,0.491262415,0.0113958,0.040544656,republican,0.153,0.151,0.222,7.3,0.171,43.33,0.198,0.765,0.639,0.059,0.243,4.598,0.353,398.454,9.87,0.05,0.57,0.056,53929
Arizona,AZ,4015,"Mohave County, Arizona",0.222202752,0.73671299,0.008923156,0.032161102,republican,0.193,0.2,0.281,5.1,0.151,49.456,0.222,0.761,0.495,0.088,0.32,3.971,0.391,193.331,11.46,0.011,0.78,0.022,37704
Arizona,AZ,4017,"Navajo County, Arizona",0.433844503,0.513005168,0.017905052,0.035245277,republican,0.215,0.234,0.309,3.9,0.146,65.666,0.215,0.755,0.504,0.113,0.354,5.605,0.453,375.09,9.9,0.011,0.422,0.043,35457
Arizona,AZ,4019,"Pima County, Arizona",0.542321531,0.40752352,0.013939938,0.036215012,democrat,0.161,0.146,0.217,6.9,0.162,39.471,0.188,0.719,0.657,0.062,0.259,4.801,0.389,446.622,9.22,0.033,0.533,0.042,45871
Arizona,AZ,4021,"Pinal County, Arizona",0.380971164,0.574137839,0.010287298,0.034603699,republican,0.182,0.17,0.299,7.2,0.162,50.542,0.198,0.712,0.552,0.072,0.254,3.79,0.338,214.756,9.24,0.043,0.579,0.036,49876
Arizona,AZ,4023,"Santa Cruz County, Arizona",0.715797937,0.244539729,0.013198446,0.026463889,democrat,0.245,0.154,0.212,6.6,0.147,53.32,0.244,0.817,0.528,0.132,0.346,5.264,0.38,127.714,9.32,0.004,0.156,0.16,37465
Arizona,AZ,4025,"Yavapai County, Arizona",0.320165984,0.634425523,0.012330244,0.03307825,republican,0.141,0.147,0.247,6,0.152,42.816,0.22,0.77,0.606,0.063,0.236,4.159,0.337,332.106,10.7,0.007,0.809,0.02,44145
Arizona,AZ,4027,"Yuma County, Arizona",0.449863834,0.505066366,0.010746093,0.034323708,republican,0.235,0.149,0.304,5.2,0.159,62.707,0.24,0.754,0.543,0.233,0.3,4.124,0.316,351.564,9.92,0.019,0.329,0.148,39700
Arkansas,AR,5001,"Arkansas County, Arkansas",0.312188054,0.615842859,0.010304299,0.020286588,republican,0.211,0.224,0.34,6,0.139,65.369,0.18,0.875,0.476,0.054,0.286,4.288,0.355,411.227,12.27,0.241,0.702,0.008,36409
Arkansas,AR,5003,"Ashley County, Arkansas",0.297909192,0.660398367,0.004206359,0.019299765,republican,0.241,0.244,0.398,5.2,0.128,67.881,0.173,0.775,0.513,0.094,0.331,4.719,0.36,275.725,12,0.253,0.677,0.011,36176
Arkansas,AR,5005,"Baxter County, Arkansas",0.21099848,0.742777496,0.006994425,0.022858591,republican,0.182,0.201,0.29,6.8,0.13,46.623,0.189,0.874,0.607,0.068,0.256,4.174,0.334,99.973,11.36,0.003,0.952,0.003,37873
Arkansas,AR,5007,"Benton County, Arkansas",0.288889349,0.629178922,0.009797423,0.039935374,republican,0.171,0.187,0.284,7.4,0.155,41.974,0.18,0.875,0.595,0.046,0.162,4.068,0.22,270.489,10.58,0.017,0.749,0.035,57408
Arkansas,AR,5009,"Boone County, Arkansas",0.18169959,0.759411107,0.008324015,0.023543297,republican,0.187,0.217,0.292,6.2,0.145,53.03,0.183,0.901,0.548,0.061,0.255,4.015,0.291,293.242,11.08,0.004,0.943,0.001,39779
Arkansas,AR,5011,"Bradley County, Arkansas",0.360624315,0.592278204,0.004381161,0.019989047,republican,0.299,0.25,0.371,5.8,0.12,67.863,0.238,0.88,0.375,0.085,0.391,5.584,0.479,263.932,11.86,0.272,0.563,0.027,32734
Arkansas,AR,5013,"Calhoun County, Arkansas",0.280918728,0.68639576,0.001325088,0.019434629,republican,0.22,0.223,0.35,3.5,0.134,43.22,0.191,0,0.453,0.068,0.239,4.929,0.507,132.928,11.7,0.219,0.723,0,39493
Arkansas,AR,5015,"Carroll County, Arkansas",0.310543964,0.630868107,0.019560358,0.022075261,republican,0.218,0.202,0.362,7.3,0.137,61.804,0.256,0.797,0.439,0.053,0.297,3.967,0.319,240.582,10.85,0.005,0.811,0.041,36964
Arkansas,AR,5017,"Chicot County, Arkansas",0.562739464,0.41091954,0.003591954,0.008381226,democrat,0.302,0.266,0.392,4.9,0.107,72.09,0.205,0.959,0.42,0.106,0.431,5.986,0.506,494.631,12.13,0.536,0.392,0.007,29541
Arkansas,AR,5019,"Clark County, Arkansas",0.423985891,0.517107584,0.007995297,0.023045267,republican,0.224,0.232,0.318,5.8,0.154,24.675,0.176,0.806,0.579,0.07,0.282,5.306,0.364,390.687,11.47,0.236,0.696,0.006,38504
Arkansas,AR,5021,"Clay County, Arkansas",0.333277759,0.630043348,0.005835278,0.016672224,republican,0.211,0.227,0.327,6.1,0.137,67.486,0.202,0.969,0.405,0.081,0.283,4.17,0.379,87.105,12.63,0.006,0.957,0.005,33826
Arkansas,AR,5023,"Cleburne County, Arkansas",0.173909445,0.782551113,0.0052148,0.018955384,republican,0.191,0.199,0.312,6.9,0.142,51.01,0.204,0.93,0.514,0.083,0.241,4.637,0.296,221.412,11.98,0.004,0.948,0.005,40555
Arkansas,AR,5025,"Cleveland County, Arkansas",0.215692124,0.733890215,0.002386635,0.017601432,republican,0.184,0.195,0.367,6.1,0.144,43.836,0.183,0,0.501,0.07,0.243,4.579,0.3,68.836,11.94,0.113,0.847,0.002,43201
Arkansas,AR,5027,"Columbia County, Arkansas",0.353325082,0.61393046,0.004500956,0.013165298,republican,0.248,0.237,0.381,5.2,0.135,49.354,0.188,0.888,0.582,0.073,0.309,6.115,0.471,323.918,11.28,0.354,0.594,0.004,37495
Arkansas,AR,5029,"Conway County, Arkansas",0.335184951,0.611538947,0.005428608,0.021588183,republican,0.218,0.223,0.391,5.8,0.144,65.553,0.188,0.901,0.484,0.071,0.27,5.179,0.402,262.262,11.73,0.113,0.815,0.006,42348
Arkansas,AR,5031,"Craighead County, Arkansas",0.295842278,0.643938538,0.008558355,0.028979776,republican,0.215,0.241,0.364,5.7,0.16,47.594,0.189,0.891,0.605,0.055,0.309,5.016,0.439,368.582,12.83,0.143,0.78,0.008,42851
Arkansas,AR,5033,"Crawford County, Arkansas",0.19979467,0.74342722,0.00772218,0.025800116,republican,0.201,0.215,0.361,6.3,0.149,53.643,0.207,0.882,0.52,0.061,0.241,4.074,0.355,354.34,11.15,0.014,0.856,0.017,43466
Arkansas,AR,5035,"Crittenden County, Arkansas",0.526487983,0.437460677,0.005977098,0.015225871,democrat,0.259,0.261,0.384,4.8,0.128,83.11,0.163,0.752,0.485,0.073,0.41,5.127,0.576,1764.483,12.72,0.514,0.441,0.002,35455
Arkansas,AR,5037,"Cross County, Arkansas",0.290689203,0.666909515,0.003497013,0.015299432,republican,0.235,0.231,0.377,5.8,0.137,63.696,0.172,0.848,0.373,0.066,0.327,4.754,0.324,331.329,12.56,0.227,0.733,0.002,38597
Arkansas,AR,5039,"Dallas County, Arkansas",0.420729505,0.544239798,0.004333694,0.009389671,republican,0.24,0.222,0.362,4.9,0.125,58.791,0.185,0.975,0.381,0.095,0.315,4.108,0.304,364.814,11.72,0.412,0.541,0.009,34018
Arkansas,AR,5041,"Desha County, Arkansas",0.523753528,0.450376294,0.000940734,0.010348072,democrat,0.295,0.253,0.388,3.6,0.115,76.136,0.185,0.898,0.396,0.083,0.383,5.997,0.485,830.786,12.21,0.47,0.466,0.015,33028
Arkansas,AR,5043,"Drew County, Arkansas",0.358725341,0.601972686,0.006525038,0.016388467,republican,0.256,0.249,0.308,4.9,0.134,44.015,0.177,0.91,0.56,0.086,0.281,6.751,0.411,421.941,12.09,0.279,0.67,0.006,36801
Arkansas,AR,5045,"Faulkner County, Arkansas",0.307759132,0.618060853,0.010742436,0.034727519,republican,0.194,0.217,0.289,6.3,0.171,34.241,0.159,0.899,0.644,0.057,0.165,4.428,0.31,299.609,11.9,0.111,0.811,0.006,51436
Arkansas,AR,5047,"Franklin County, Arkansas",0.203429923,0.744234181,0.005026611,0.026167948,republican,0.212,0.229,0.368,6.6,0.142,49.93,0.19,0.896,0.527,0.058,0.258,4.67,0.289,304.57,11.27,0.008,0.925,0.003,40404
Arkansas,AR,5049,"Fulton County, Arkansas",0.223642842,0.727310836,0.008593586,0.022427164,republican,0.202,0.21,0.32,6.3,0.131,48.153,0.221,0,0.562,0.06,0.338,4.298,0.296,208.525,11.48,0.005,0.958,0.002,33347
Arkansas,AR,5051,"Garland County, Arkansas",0.30154171,0.63958855,0.009500663,0.024156724,republican,0.198,0.232,0.31,5.8,0.137,51.869,0.214,0.83,0.56,0.064,0.278,5.081,0.394,490.927,11.53,0.083,0.829,0.01,40621
Arkansas,AR,5053,"Grant County, Arkansas",0.203676896,0.746960046,0.004342791,0.025332947,republican,0.177,0.196,0.366,7.4,0.162,47.982,0.165,0.856,0.56,0.056,0.187,3.912,0.275,220.792,11.9,0.027,0.927,0.002,46067
Arkansas,AR,5055,"Greene County, Arkansas",0.20989011,0.734752747,0.006662088,0.027541209,republican,0.193,0.227,0.341,6.1,0.157,62.227,0.177,0.907,0.521,0.065,0.23,4.645,0.316,295.965,12.72,0.009,0.945,0.001,42572
